age= 0 month,,
D_WeekNo,RSV Negative,RSV Positive
201018,4,
201019,5,
201020,5,
201021,5,
201022,3,
201023,3,
201024,8,
201026,1,
201027,2,
201028,1,
201029,5,
201030,3,
201031,6,
201032,3,
201033,2,
201034,2,
201035,4,
201036,8,
201037,8,
201038,7,
201039,15,
201040,10,
201041,9,
201042,9,1
201043,14,1
201044,11,3
201045,6,3
201046,5,6
201047,9,6
201048,18,9
201049,15,6
201050,14,9
201051,24,12
201052,22,11
201101,17,3
201102,18,3
201103,9,4
201104,21,8
201105,20,4
201106,14,3
201107,13,1
201108,11,
201109,15,1
201110,9,3
201111,14,
201112,6,
201113,12,1
201114,8,
201115,11,
201116,8,
201117,8,
201118,6,
201119,6,
201120,6,
201121,8,
201122,8,
201123,4,
201124,5,
201125,8,
201126,9,
201127,11,
201128,5,
201129,6,
201130,10,
201131,8,
201132,6,
201133,3,
201134,4,
201135,3,
201136,9,
201137,7,
201138,3,
201139,3,1
201140,3,1
201141,3,
201142,5,
201143,5,2
201144,7,
201145,7,2
201146,12,5
201147,5,7
201148,11,8
201149,6,4
201150,9,11
201151,6,5
201152,4,4
201201,7,6
201202,12,3
201203,6,
201204,9,
201205,7,3
201206,7,
201207,6,2
201208,9,3
201209,10,1
201210,5,1
201211,7,1
201212,14,1
201213,13,1
201214,5,1
201215,6,1
201216,10,
201217,6,
201218,8,1
201219,15,
201220,11,2
201221,4,
201222,6,
201223,7,
201224,8,
201225,5,
201226,10,1
201227,9,
201228,7,
201229,6,
201230,2,1
201231,7,
201232,2,
201234,7,
201235,8,
201236,2,
201237,4,
201238,9,
201239,9,
201240,4,1
201241,10,
201242,4,
201243,8,2
201244,7,
201245,11,10
201246,5,1
201247,11,4
201248,6,11
201249,8,8
201250,5,7
201251,9,10
201252,9,2
201301,12,3
201302,7,1
201303,6,1
201304,7,1
201305,13,
201306,11,
201307,6,2
201308,7,1
201309,5,
201310,8,
201311,12,
201312,6,1
201313,10,
201314,11,
201315,8,
201316,5,
201317,5,1
201318,7,2
201319,7,
201320,7,
201321,9,
201322,3,
201323,9,
201324,4,
201325,4,
201326,8,
201327,5,1
201328,7,
201329,3,
201330,6,
201331,4,
201332,6,
201333,4,
201334,6,
201335,5,1
201336,5,
201337,2,
201338,7,
201339,6,
201340,9,
201341,7,
201342,5,
201343,16,
201344,7,2
201345,10,2
201346,8,2
201347,6,4
201348,8,6
201349,3,10
201350,3,5
201351,4,8
201352,7,7
201401,4,3
201402,7,3
201403,7,4
201404,7,3
201405,4,
201406,10,
201407,8,2
201408,9,1
201409,7,
201410,4,
201411,10,1
201412,10,
201413,6,
201414,10,
201415,14,
201416,4,
201417,7,
201418,6,
201419,8,
201420,7,1
201421,6,
201422,3,
201423,4,
201424,8,
201425,8,
201426,6,
201427,3,
201428,3,1
201429,4,
201430,8,
201431,7,
201432,5,1
201433,1,
201435,3,
201436,4,
201437,7,
201438,7,
201439,9,
201440,4,1
201441,7,
201442,8,
201443,5,4
201444,9,3
201445,9,3
201446,6,5
201447,8,4
201448,11,6
201449,5,3
201450,9,8
201451,11,7
201452,8,8
201501,9,3
201502,8,3
201503,4,4
201504,6,
201505,6,
201506,8,3
201507,9,
201508,10,2
201509,11,
201510,7,
201511,7,
201512,9,
201513,7,
201514,10,
201515,6,1
201516,5,
201517,4,
201518,8,
201519,6,1
201520,9,
201521,6,
201522,7,
201523,5,
201524,7,1
201525,6,
201526,7,
201527,2,
201528,5,
201529,5,
201530,3,
201531,4,
201532,3,
201533,5,
201534,4,
201535,2,
201536,9,
201537,7,
201538,10,
201539,11,
201540,2,
201541,9,1
201542,7,1
201543,5,
201544,10,3
201545,9,5
201546,5,5
201547,8,9
201548,15,9
201549,6,10
201550,6,16
201551,9,7
201552,9,5
201553,9,9
201601,9,1
201602,13,1
201603,8,2
201604,16,2
201605,10,
201606,12,
201607,14,1
201608,11,
201609,8,1
201610,8,1
201611,10,1
201612,5,
201613,7,
201614,17,
201615,10,
201616,6,
201617,5,
201618,9,
201619,7,
201620,12,
201621,8,
201622,8,
201623,16,
201624,7,1
201625,8,
201626,5,
201627,4,
201628,10,
201629,6,
201630,7,
201631,4,
201632,6,
201633,1,
201634,2,
201635,6,
201636,5,
201637,7,1
201638,5,
201639,7,
201640,6,1
201641,4,
201642,13,3
201643,10,1
201644,6,6
201645,5,4
201646,4,5
201647,6,12
201648,8,6
201649,6,3
201650,9,6
201651,11,8
201652,6,5
201701,6,2
201702,3,2
201703,4,1
201704,8,2
201705,14,2
201706,16,
201707,11,3
201708,12,1
201709,17,2
201710,7,
201711,6,
201712,14,
201713,4,
201714,16,
201715,2,
201716,11,1
201717,5,
201718,4,
201719,5,
201720,7,
201721,13,
201722,4,
201723,3,
201724,7,
201725,10,
201726,8,
201727,7,
201728,3,
201729,6,
201730,3,
201731,3,
201732,1,
201733,4,
201734,3,
201735,3,1
201736,2,1
201737,4,
201738,8,4
201739,4,3
201740,9,
201741,10,2
201742,7,2
201743,8,1
201744,8,5
201745,7,3
201746,7,15
201747,8,5
201748,12,6
201749,9,11
,,
age =11months,,
D_WeekNo,N,P
200948,,5
200949,4,8
200950,4,2
200951,5,2
200952,3,3
200953,4,2
201001,5,3
201002,9,2
201003,10,
201004,11,3
201005,1,2
201006,8,1
201007,7,1
201008,13,1
201009,8,1
201010,11,1
201011,9,
201012,6,
201013,8,
201014,8,
201015,4,
201016,10,
201017,4,
201019,12,
201020,8,
201021,3,
201022,2,
201023,6,
201024,2,
201025,4,
201026,3,
201027,2,
201028,5,
201029,5,
201030,6,
201031,1,
201032,3,
201034,8,
201035,2,1
201036,7,
201037,2,1
201038,3,
201039,12,1
201040,9,1
201041,6,
201042,2,1
201043,7,
201044,4,2
201045,8,2
201046,5,5
201047,6,11
201048,8,8
201049,9,3
201050,14,9
201051,25,10
201052,28,8
201101,19,9
201102,15,6
201103,13,1
201104,8,1
201105,7,3
201106,12,1
201107,9,
201108,9,2
201109,7,1
201110,13,2
201111,6,1
201112,5,1
201113,10,1
201114,5,
201115,10,
201116,10,2
201117,7,
201118,4,
201119,3,
201120,7,
201121,5,
201122,4,
201123,3,
201124,8,
201125,10,
201126,7,
201127,11,
201128,7,
201129,7,
201130,3,
201131,4,
201132,2,
201133,6,
201134,7,
201135,1,
201136,8,
201137,2,
201138,3,
201139,2,
201140,3,
201141,6,
201142,5,
201143,6,1
201144,7,2
201145,3,4
201146,8,4
201147,7,7
201148,4,5
201149,4,12
201150,6,10
201151,8,6
201152,5,7
201201,1,5
201202,5,4
201203,9,4
201204,9,1
201205,5,
201206,6,
201207,10,1
201208,4,1
201209,3,
201210,5,
201211,10,1
201212,14,
201213,4,
201214,11,
201215,6,
201216,8,1
201217,9,
201218,7,
201219,8,
201220,8,
201221,5,
201222,5,
201223,5,
201224,5,
201225,7,
201226,8,
201227,3,
201228,3,
201229,3,
201230,5,
201231,3,
201232,3,1
201233,5,
201234,2,
201235,2,
201236,3,
201237,6,
201238,4,
201239,4,
201240,11,1
201241,8,1
201242,3,3
201243,5,1
201244,5,5
201245,9,3
201246,,2
201247,10,7
201248,6,8
201249,4,9
201250,8,5
201251,3,2
201252,3,7
201301,11,
201302,10,2
201303,5,4
201304,4,
201305,15,
201306,5,2
201307,4,
201308,6,1
201309,11,1
201310,9,
201311,6,
201312,8,1
201313,11,1
201314,4,
201315,9,
201316,3,
201317,7,
201318,4,
201319,6,
201320,7,
201321,7,1
201322,6,
201323,3,
201324,2,
201325,3,
201326,4,
201327,8,
201328,1,1
201329,4,
201330,3,
201331,5,
201332,4,
201333,4,
201335,2,
201336,6,
201337,2,1
201338,11,
201339,4,
201340,7,
201341,4,
201342,4,
201343,3,2
201344,5,3
201345,7,2
201346,4,6
201347,6,6
201348,8,7
201349,5,12
201350,4,9
201351,9,3
201352,6,7
201401,6,1
201402,4,4
201403,1,
201404,9,1
201405,7,2
201406,6,
201407,2,
201408,5,1
201409,5,
201410,2,
201411,6,1
201412,3,1
201413,7,
201414,6,
201415,5,
201416,7,
201417,6,
201418,8,
201419,4,
201420,7,
201421,5,
201422,6,
201423,4,
201424,3,
201425,4,
201426,2,
201427,3,
201428,4,
201429,4,
201430,7,
201431,4,
201432,4,
201433,1,
201434,1,
201435,2,
201436,1,
201437,5,
201438,5,
201439,5,
201440,4,
201441,2,1
201442,4,1
201443,2,1
201444,8,5
201445,4,2
201446,4,5
201447,7,3
201448,6,3
201449,6,15
201450,10,5
201451,15,6
201452,8,3
201501,9,2
201502,8,1
201503,6,2
201504,6,1
201505,4,1
201506,8,
201507,6,
201508,14,1
201509,4,
201510,6,
201511,9,
201512,8,
201513,7,1
201514,7,
201515,4,
201516,6,
201517,5,
201518,6,
201519,2,
201520,7,
201521,6,
201522,8,
201523,7,
201524,4,
201525,4,
201526,1,
201527,1,
201528,3,
201529,2,1
201530,5,
201531,4,
201532,5,
201533,3,
201534,5,
201535,4,
201536,3,
201537,1,
201538,5,
201539,4,1
201540,8,
201541,4,
201542,6,3
201543,9,1
201544,10,4
201545,6,1
201546,4,6
201547,4,5
201548,10,6
201549,10,6
201550,6,10
201551,5,5
201552,9,1
201553,5,2
201601,5,3
201602,7,3
201603,13,4
201604,11,
201605,10,3
201606,15,
201607,14,1
201608,9,1
201609,5,
201610,7,
201611,12,
201612,15,1
201613,17,
201614,13,
201615,9,
201616,5,
201617,14,
201618,8,
201619,9,1
201620,9,
201621,11,
201622,10,
201623,7,
201624,9,
201625,13,
201626,10,
201627,8,
201628,9,
201629,10,
201630,9,
201631,2,
201632,6,
201633,6,1
201634,6,
201635,4,
201636,5,1
201637,6,
201638,6,1
201639,9,
201640,5,2
201641,6,1
201642,12,2
201643,7,6
201644,,4
201645,3,6
201646,7,4
201647,5,6
201648,8,8
201649,5,7
201650,5,5
201651,4,4
201652,8,1
201701,8,1
201702,10,2
201703,3,
201704,10,1
201705,7,1
201706,5,1
201707,10,
201708,9,1
201709,9,
201710,8,1
201711,10,1
201712,6,
201713,6,
201714,16,
201715,8,
201716,4,
201717,4,
201718,7,
201719,7,
201720,4,
201721,7,
201722,3,
201723,8,
201724,5,
201725,8,
201726,2,
201727,8,
201728,4,
201729,9,
201730,7,
201731,7,1
201732,4,
201733,3,
201734,4,
201735,4,
201736,7,
201737,8,
201738,5,
201739,6,
201740,2,2
201741,6,3
201742,4,4
201743,9,2
201744,5,3
201745,6,2
201746,11,3
201747,10,6
201748,5,4
201749,9,5
,,
age =1 year,,
D_WeekNo,N,P
200948,37,18
200949,39,30
200950,30,28
200951,34,24
200952,25,17
200953,28,10
201001,35,13
201002,42,20
201003,36,11
201004,60,8
201005,42,15
201006,41,5
201007,65,3
201008,63,5
201009,46,
201010,50,4
201011,43,1
201012,46,
201013,42,1
201014,42,1
201015,33,1
201016,48,1
201017,35,1
201018,38,
201019,43,2
201020,34,
201021,33,1
201022,42,
201023,33,
201024,30,2
201025,38,1
201026,25,2
201027,19,2
201028,27,2
201029,27,3
201030,24,1
201031,31,
201032,28,1
201033,25,1
201034,28,
201035,24,
201036,33,
201037,39,1
201038,30,2
201039,22,1
201040,51,2
201041,41,1
201042,33,4
201043,40,13
201044,47,16
201045,49,7
201046,55,25
201047,49,34
201048,43,30
201049,80,48
201050,116,67
201051,165,58
201052,174,68
201101,138,51
201102,149,38
201103,120,23
201104,93,36
201105,123,23
201106,84,18
201107,72,16
201108,71,8
201109,65,8
201110,83,5
201111,64,8
201112,61,4
201113,67,4
201114,62,4
201115,52,5
201116,52,
201117,43,1
201118,34,1
201119,34,1
201120,45,2
201121,52,1
201122,41,
201123,49,
201124,51,
201125,51,
201126,39,
201127,39,
201128,50,
201129,38,1
201130,32,
201131,46,
201132,36,1
201133,30,2
201134,33,
201135,22,
201136,30,
201137,16,
201138,17,
201139,22,1
201140,18,1
201141,22,2
201142,46,1
201143,49,12
201144,44,9
201145,37,11
201146,45,23
201147,56,40
201148,47,56
201149,44,34
201150,40,42
201151,37,33
201152,24,38
201201,29,29
201202,40,14
201203,47,14
201204,42,12
201205,64,7
201206,54,3
201207,55,4
201208,56,5
201209,54,6
201210,57,
201211,60,
201212,44,4
201213,47,1
201214,60,3
201215,40,1
201216,41,1
201217,40,1
201218,44,3
201219,51,
201220,48,
201221,38,
201222,39,
201223,38,1
201224,49,
201225,32,
201226,31,1
201227,40,
201228,39,
201229,42,
201230,30,
201231,34,1
201232,27,
201233,21,
201234,18,
201235,20,
201236,21,4
201237,24,
201238,29,1
201239,29,
201240,34,4
201241,28,7
201242,27,6
201243,26,17
201244,29,16
201245,36,24
201246,52,33
201247,53,45
201248,55,34
201249,29,30
201250,51,22
201251,35,27
201252,47,17
201301,46,13
201302,39,8
201303,46,4
201304,59,9
201305,57,7
201306,59,3
201307,65,7
201308,69,2
201309,59,2
201310,51,1
201311,71,3
201312,52,
201313,45,
201314,59,2
201315,49,1
201316,36,2
201317,53,1
201318,43,1
201319,41,1
201320,47,1
201321,31,1
201322,25,2
201323,32,
201324,39,
201325,34,2
201326,36,
201327,41,
201328,26,1
201329,32,
201330,32,2
201331,36,
201332,27,1
201333,18,
201334,30,1
201335,19,
201336,25,
201337,28,
201338,36,1
201339,42,1
201340,44,1
201341,48,4
201342,37,5
201343,46,16
201344,52,12
201345,49,27
201346,44,21
201347,61,33
201348,63,55
201349,45,40
201350,51,37
201351,48,36
201352,33,24
201401,48,24
201402,42,14
201403,41,11
201404,37,5
201405,41,3
201406,34,2
201407,35,2
201408,64,5
201409,56,1
201410,45,1
201411,40,
201412,50,
201413,53,2
201414,53,1
201415,52,2
201416,42,1
201417,39,1
201418,40,1
201419,45,1
201420,47,
201421,39,
201422,37,
201423,52,
201424,33,
201425,31,
201426,32,
201427,38,
201428,38,
201429,45,2
201430,24,
201431,27,
201432,24,1
201433,27,2
201434,27,
201435,20,
201436,23,1
201437,36,1
201438,40,1
201439,44,1
201440,35,
201441,42,3
201442,36,6
201443,51,8
201444,34,12
201445,60,17
201446,72,30
201447,40,26
201448,44,24
201449,34,48
201450,48,39
201451,55,33
201452,56,13
201501,49,12
201502,48,7
201503,46,12
201504,53,13
201505,58,5
201506,56,4
201507,65,2
201508,62,1
201509,60,5
201510,65,1
201511,49,3
201512,62,1
201513,66,2
201514,65,
201515,38,1
201516,56,
201517,35,1
201518,31,2
201519,39,
201520,45,1
201521,30,1
201522,41,1
201523,28,
201524,38,2
201525,37,
201526,43,
201527,34,
201528,41,
201529,27,
201530,31,
201531,18,2
201532,22,
201533,33,1
201534,41,
201535,25,1
201536,21,2
201537,33,2
201538,52,
201539,39,
201540,40,2
201541,49,3
201542,41,6
201543,46,5
201544,52,24
201545,51,17
201546,53,35
201547,51,48
201548,47,46
201549,69,51
201550,59,46
201551,50,28
201552,50,21
201553,49,20
201601,54,7
201602,49,11
201603,54,7
201604,75,6
201605,102,1
201606,84,3
201607,87,4
201608,82,2
201609,79,2
201610,70,1
201611,78,1
201612,73,2
201613,84,1
201614,58,1
201615,69,
201616,56,
201617,83,
201618,71,
201619,71,
201620,53,
201621,58,
201622,41,1
201623,53,1
201624,57,
201625,56,
201626,52,2
201627,65,
201628,48,
201629,63,2
201630,54,3
201631,40,1
201632,31,1
201633,37,3
201634,49,3
201635,38,1
201636,28,3
201637,39,
201638,47,3
201639,34,6
201640,57,2
201641,50,8
201642,61,12
201643,67,20
201644,60,30
201645,50,32
201646,61,52
201647,52,53
201648,49,54
201649,46,36
201650,57,30
201651,47,18
201652,46,12
201701,60,6
201702,47,1
201703,68,5
201704,54,3
201705,83,1
201706,71,3
201707,62,3
201708,65,1
201709,49,1
201710,58,2
201711,59,3
201712,62,2
201713,48,1
201714,76,2
201715,52,1
201716,55,
201717,39,
201718,49,2
201719,53,
201720,35,
201721,44,
201722,34,1
201723,50,
201724,41,
201725,44,2
201726,50,1
201727,54,
201728,48,
201729,30,
201730,38,
201731,30,3
201732,31,
201733,28,1
201734,25,3
201735,26,1
201736,23,
201737,53,2
201738,47,2
201739,43,4
201740,42,9
201741,62,8
201742,53,17
201743,50,30
201744,72,19
201745,69,36
201746,65,50
201747,68,57
201748,68,44
201749,66,40
,,
age=2 years,,
D_WeekNo,N,P
200948,24,9
200949,15,14
200950,20,15
200951,12,10
200952,5,12
200953,20,4
201001,17,5
201002,21,7
201003,25,
201004,30,2
201005,28,
201006,25,1
201007,20,
201008,22,4
201009,24,
201010,18,
201011,12,
201012,12,
201013,20,
201014,13,
201015,13,2
201016,12,
201017,21,
201018,8,1
201019,10,
201020,18,
201021,13,
201022,21,
201023,13,
201024,16,
201025,14,
201026,16,1
201027,9,
201028,10,
201029,20,
201030,12,
201031,11,
201032,17,
201033,12,
201034,6,
201035,14,
201036,13,
201037,11,2
201038,20,1
201039,14,
201040,17,1
201041,15,
201042,20,4
201043,13,1
201044,21,9
201045,11,11
201046,25,10
201047,20,20
201048,34,6
201049,40,19
201050,56,13
201051,81,21
201052,96,20
201101,77,15
201102,77,18
201103,65,21
201104,46,13
201105,46,13
201106,32,1
201107,32,3
201108,30,6
201109,43,2
201110,45,5
201111,36,2
201112,21,3
201113,18,
201114,22,
201115,29,2
201116,20,1
201117,14,
201118,14,
201119,12,
201120,18,1
201121,19,
201122,22,1
201123,8,
201124,16,
201125,13,
201126,16,1
201127,16,
201128,12,
201129,14,1
201130,18,
201131,14,
201132,19,
201133,14,
201134,17,
201135,22,1
201136,12,
201137,6,
201138,8,
201139,10,
201140,5,1
201141,8,
201142,27,4
201143,24,5
201144,25,5
201145,27,4
201146,14,13
201147,20,12
201148,28,17
201149,21,6
201150,25,14
201151,26,11
201152,21,4
201201,24,8
201202,23,5
201203,20,9
201204,21,
201205,36,2
201206,27,1
201207,42,1
201208,25,1
201209,29,2
201210,32,
201211,36,3
201212,30,
201213,27,1
201214,18,1
201215,16,
201216,22,
201217,18,
201218,28,
201219,23,
201220,22,
201221,23,1
201222,12,
201223,14,1
201224,18,
201225,13,1
201226,20,
201227,14,2
201228,15,
201229,22,
201230,13,
201231,14,
201232,5,
201233,6,
201234,15,1
201235,14,
201236,8,
201237,18,
201238,9,
201239,9,1
201240,22,2
201241,17,1
201242,16,1
201243,16,5
201244,21,11
201245,16,10
201246,18,11
201247,27,16
201248,19,20
201249,22,14
201250,23,14
201251,27,9
201252,23,6
201301,25,3
201302,23,4
201303,20,2
201304,35,1
201305,46,
201306,34,1
201307,31,2
201308,27,4
201309,29,1
201310,36,
201311,24,1
201312,30,
201313,29,
201314,32,
201315,24,
201316,28,2
201317,23,
201318,25,
201319,24,
201320,22,
201321,17,1
201322,23,
201323,16,
201324,11,
201325,18,1
201326,11,
201327,21,
201328,18,1
201329,30,1
201330,17,
201331,12,
201332,15,
201333,15,
201334,16,
201335,7,
201336,14,
201337,23,
201338,19,
201339,21,
201340,20,3
201341,18,2
201342,16,1
201343,15,2
201344,15,9
201345,25,4
201346,29,10
201347,22,10
201348,21,18
201349,23,17
201350,28,17
201351,30,7
201352,20,8
201401,21,8
201402,18,6
201403,13,3
201404,20,5
201405,27,1
201406,30,1
201407,25,2
201408,19,
201409,23,1
201410,16,1
201411,32,
201412,28,
201413,38,
201414,26,
201415,25,
201416,19,1
201417,14,
201418,16,1
201419,22,
201420,20,
201421,31,2
201422,20,
201423,24,
201424,21,
201425,16,
201426,12,
201427,19,
201428,27,
201429,18,
201430,17,
201431,12,1
201432,8,
201433,12,
201434,13,1
201435,12,
201436,11,
201437,17,1
201438,23,1
201439,19,
201440,21,
201441,17,
201442,17,2
201443,19,
201444,17,3
201445,22,5
201446,23,4
201447,17,10
201448,30,2
201449,20,14
201450,28,16
201451,28,12
201452,30,11
201501,25,7
201502,39,2
201503,25,6
201504,22,1
201505,51,2
201506,29,
201507,23,
201508,34,1
201509,29,
201510,26,
201511,43,1
201512,31,
201513,54,1
201514,28,
201515,19,1
201516,28,1
201517,25,
201518,28,1
201519,18,
201520,31,
201521,24,
201522,17,
201523,20,
201524,24,
201525,20,
201526,23,
201527,17,
201528,15,
201529,22,
201530,17,
201531,16,
201532,20,
201533,9,
201534,9,
201535,20,
201536,14,2
201537,18,
201538,16,
201539,29,
201540,23,
201541,21,
201542,30,3
201543,16,2
201544,20,6
201545,21,6
201546,33,8
201547,33,12
201548,37,20
201549,34,17
201550,25,10
201551,37,13
201552,27,5
201553,31,3
201601,28,5
201602,24,2
201603,34,1
201604,57,3
201605,39,1
201606,48,1
201607,48,2
201608,47,1
201609,43,
201610,41,1
201611,54,
201612,45,1
201613,46,
201614,21,
201615,38,
201616,25,1
201617,31,1
201618,37,
201619,27,2
201620,28,
201621,31,
201622,28,1
201623,29,
201624,28,
201625,22,
201626,27,
201627,31,
201628,27,
201629,34,1
201630,23,1
201631,29,1
201632,16,
201633,14,2
201634,12,
201635,16,1
201636,15,3
201637,21,
201638,24,
201639,20,1
201640,24,2
201641,10,8
201642,15,14
201643,22,9
201644,27,11
201645,16,10
201646,28,18
201647,24,21
201648,27,17
201649,29,8
201650,26,8
201651,21,9
201652,22,6
201701,35,3
201702,18,4
201703,38,4
201704,28,2
201705,46,
201706,29,1
201707,34,1
201708,37,1
201709,29,
201710,27,
201711,36,
201712,32,1
201713,34,
201714,39,1
201715,28,
201716,21,1
201717,12,1
201718,17,
201719,19,
201720,23,
201721,24,
201722,28,
201723,26,
201724,21,
201725,16,1
201726,27,
201727,21,
201728,29,
201729,17,1
201730,19,1
201731,19,
201732,16,
201733,10,1
201734,17,
201735,17,
201736,21,1
201737,22,1
201738,19,
201739,31,1
201740,27,4
201741,32,4
201742,17,9
201743,41,6
201744,31,4
201745,33,16
201746,27,15
201747,31,24
201748,38,21
201749,39,11
,,
age =3 years,,
D_WeekNo,N,P
200948,19,4
200949,20,7
200950,15,7
200951,21,12
200952,11,2
200953,13,2
201001,8,2
201002,6,4
201003,18,4
201004,14,9
201005,21,4
201006,20,1
201007,12,2
201008,14,
201009,10,
201010,16,1
201011,18,
201012,14,
201013,13,
201014,7,
201015,8,
201016,7,
201017,16,
201018,8,
201019,16,
201020,12,
201021,14,
201022,10,
201023,12,
201024,7,
201025,15,
201026,10,
201027,13,1
201028,10,
201029,16,
201030,8,
201031,12,
201032,8,
201033,6,
201034,8,
201035,6,
201036,13,
201037,15,
201038,12,
201039,13,
201040,14,
201041,13,
201042,10,3
201043,9,1
201044,13,5
201045,12,5
201046,13,4
201047,19,7
201048,21,1
201049,25,17
201050,65,17
201051,82,8
201052,65,5
201101,40,3
201102,51,9
201103,56,11
201104,59,9
201105,37,2
201106,32,2
201107,37,2
201108,29,2
201109,17,
201110,25,3
201111,27,
201112,15,
201113,19,
201114,19,
201115,20,1
201116,24,
201117,17,
201118,19,
201119,15,
201120,16,
201121,16,
201122,23,
201123,12,
201124,11,
201125,15,
201126,21,
201127,23,
201128,25,
201129,21,
201130,16,
201131,16,
201132,14,
201133,14,
201134,5,
201135,22,
201136,10,
201137,6,
201138,7,
201139,6,
201140,7,3
201141,5,1
201142,14,1
201143,16,2
201144,17,1
201145,20,4
201146,23,3
201147,15,11
201148,14,13
201149,18,2
201150,12,12
201151,17,12
201152,17,3
201201,8,4
201202,18,3
201203,19,2
201204,30,3
201205,29,2
201206,20,1
201207,38,1
201208,24,1
201209,21,
201210,28,1
201211,27,1
201212,21,1
201213,24,1
201214,18,
201215,14,
201216,12,
201217,15,
201218,16,
201219,19,
201220,26,
201221,27,
201222,17,
201223,13,
201224,14,
201225,16,
201226,10,
201227,12,
201228,13,
201229,13,
201230,11,
201231,6,
201232,6,
201233,7,
201234,11,
201235,6,
201236,5,1
201237,8,
201238,21,2
201239,12,1
201240,12,1
201241,19,1
201242,5,2
201243,17,1
201244,20,5
201245,18,3
201246,16,6
201247,22,8
201248,23,20
201249,27,9
201250,29,15
201251,11,6
201252,32,5
201301,18,1
201302,16,
201303,21,2
201304,31,
201305,23,
201306,33,3
201307,32,3
201308,24,2
201309,19,1
201310,34,1
201311,26,
201312,27,
201313,23,
201314,16,
201315,19,
201316,15,
201317,15,
201318,23,
201319,14,
201320,14,1
201321,19,
201322,8,
201323,13,
201324,11,
201325,13,1
201326,16,
201327,15,
201328,16,
201329,13,
201330,12,
201331,15,
201332,8,
201333,6,
201334,10,
201335,6,
201336,8,
201337,9,
201338,17,
201339,11,
201340,18,
201341,16,2
201342,14,2
201343,23,1
201344,15,2
201345,19,5
201346,25,5
201347,17,12
201348,21,9
201349,19,9
201350,15,15
201351,22,8
201352,17,7
201401,17,4
201402,15,1
201403,20,1
201404,18,3
201405,22,
201406,25,1
201407,15,2
201408,29,2
201409,25,1
201410,17,
201411,23,
201412,15,
201413,17,1
201414,29,
201415,16,
201416,14,
201417,22,
201418,11,
201419,15,
201420,9,
201421,13,1
201422,19,
201423,18,
201424,12,
201425,13,
201426,24,
201427,14,
201428,22,
201429,12,
201430,8,
201431,13,
201432,9,
201433,10,
201434,8,
201435,7,
201436,5,
201437,15,2
201438,13,
201439,14,
201440,17,
201441,14,
201442,18,1
201443,18,3
201444,16,2
201445,22,2
201446,17,6
201447,20,3
201448,17,9
201449,23,13
201450,13,6
201451,26,3
201452,19,4
201501,16,2
201502,18,3
201503,23,1
201504,23,2
201505,32,1
201506,32,2
201507,30,
201508,34,
201509,27,
201510,23,3
201511,30,
201512,23,1
201513,27,
201514,16,
201515,16,
201516,12,
201517,14,
201518,17,
201519,22,
201520,23,
201521,14,
201522,15,
201523,16,
201524,17,
201525,13,
201526,17,
201527,14,
201528,13,1
201529,9,
201530,10,
201531,13,
201532,10,
201533,9,
201534,9,
201535,10,
201536,8,
201537,13,
201538,20,
201539,11,
201540,11,3
201541,15,
201542,16,3
201543,15,1
201544,19,5
201545,20,6
201546,17,8
201547,32,13
201548,18,6
201549,20,13
201550,23,6
201551,20,4
201552,14,3
201553,15,4
201601,25,2
201602,27,1
201603,27,1
201604,43,1
201605,32,2
201606,37,
201607,32,1
201608,27,
201609,37,1
201610,33,1
201611,26,
201612,49,
201613,40,1
201614,26,
201615,21,
201616,23,
201617,25,
201618,26,
201619,27,
201620,23,1
201621,23,1
201622,21,1
201623,21,1
201624,22,
201625,18,
201626,21,
201627,29,
201628,28,1
201629,33,
201630,24,1
201631,16,
201632,17,
201633,16,
201634,13,
201635,10,
201636,13,1
201637,14,1
201638,10,
201639,13,1
201640,27,
201641,17,4
201642,18,2
201643,23,8
201644,16,3
201645,28,9
201646,13,11
201647,25,17
201648,15,9
201649,22,9
201650,19,6
201651,21,5
201652,13,2
201701,16,3
201702,22,1
201703,34,1
201704,31,1
201705,23,
201706,22,1
201707,34,
201708,21,
201709,23,
201710,21,
201711,32,
201712,24,
201713,17,
201714,29,1
201715,24,
201716,8,
201717,21,
201718,15,
201719,8,
201720,27,1
201721,24,
201722,17,
201723,15,
201724,17,
201725,17,
201726,28,
201727,17,
201728,20,
201729,15,
201730,10,
201731,10,
201732,9,
201733,12,
201734,7,
201735,8,1
201736,14,1
201737,13,
201738,19,
201739,19,
201740,16,
201741,20,1
201742,26,3
201743,21,9
201744,11,1
201745,22,13
201746,18,14
201747,27,13
201748,25,6
201749,40,8
,,
age=4years,,
D_WeekNo,N,P
200948,19,4
200949,24,3
200950,12,5
200951,14,4
200952,8,1
200953,9,3
201001,11,3
201002,11,
201003,7,1
201004,13,1
201005,13,
201006,12,
201007,6,
201008,21,1
201009,7,
201010,9,
201011,18,
201012,12,
201013,8,
201014,12,
201015,4,
201016,7,
201017,8,
201018,12,
201019,8,
201020,8,
201021,10,
201022,6,
201023,7,
201024,11,
201025,10,
201026,9,
201027,8,
201028,5,
201029,10,
201030,8,
201031,2,
201032,4,
201033,5,
201034,7,
201035,7,
201036,9,
201037,8,
201038,7,
201039,9,
201040,5,
201041,9,
201042,13,
201043,11,3
201044,12,
201045,16,
201046,18,1
201047,30,3
201048,21,5
201049,39,4
201050,49,8
201051,76,14
